GeneID,nr_annotation
CSS0048008,Rab3 [Hevea brasiliensis]
CSS0004598,PREDICTED: uncharacterized protein LOC103325871 [Prunus mume]
CSS0004904,Leucine-rich repeat receptor-like protein kinase family protein putative [Theobroma cacao] 
CSS0044669,hypothetical protein PRUPE_ppa023217mg [Prunus persica] 
CSS0020149,PREDICTED: lysosomal beta glucosidase-like isoform X1 [Citrus sinensis] 
CSS0027131,PREDICTED: phosphoenolpyruvate carboxylase 4 isoform X1 [Vitis vinifera]
CSS0030875,hypothetical protein VITISV_021035 [Vitis vinifera]
CSS0005412,PREDICTED: uncharacterized protein LOC100267911 [Vitis vinifera] 
CSS0022633,Retrotransposon gag protein [Asparagus officinalis]
CSS0030339,PREDICTED: transmembrane protein 120 homolog [Cucumis sativus] 
CSS0029334,PREDICTED: psbP domain-containing protein 4 chloroplastic [Tarenaya hassleriana] 
CSS0015085,PREDICTED: uridine kinase-like protein 3 [Vitis vinifera] 
CSS0002523,PREDICTED: glycerol-3-phosphate dehydrogenase SDP6 mitochondrial-like [Sesamum indicum]
CSS0049672,PREDICTED: GATA transcription factor 1 [Sesamum indicum]
CSS0003197,PREDICTED: cadmium-induced protein AS8 isoform X1 [Vitis vinifera]
CSS0005282,PREDICTED: DNA repair protein recA homolog 3 mitochondrial [Nelumbo nucifera]
CSS0044723,hypothetical protein PRUPE_ppa002213mg [Prunus persica] 
CSS0008715,PREDICTED: cytochrome P450 CYP736A12-like [Prunus mume]
CSS0017423,hypothetical protein PRUPE_ppa017356mg [Prunus persica] 
CSS0043631,hypothetical protein [Rosa rugosa]
CSS0011882,PREDICTED: muscle M-line assembly protein unc-89 [Vitis vinifera] 
CSS0025567,PREDICTED: pentatricopeptide repeat-containing protein At3g46790 chloroplastic [Vitis vinifera]
CSS0022629,PREDICTED: DNA (cytosine-5)-methyltransferase DRM2 isoform X2 [Vitis vinifera]
CSS0008373,hypothetical protein JCGZ_18492 [Jatropha curcas]
CSS0040353,PREDICTED: uncharacterized protein LOC101292967 [Fragaria vesca subsp. vesca]
CSS0048359,PREDICTED: histone-lysine N-methyltransferase ATX4-like [Solanum tuberosum]
CSS0013998,putative luminal binding protein [Corylus avellana]
CSS0017176,Indole-3-acetate O-methyltransferase 1 [Morus notabilis] 
CSS0024652,PREDICTED: uncharacterized protein LOC104588977 [Nelumbo nucifera]
CSS0013307,hypothetical protein L484_014824 [Morus notabilis] 
CSS0014925,PREDICTED: dynein light chain LC6 flagellar outer arm [Solanum lycopersicum]
CSS0000644,hypothetical protein VITISV_015452 [Vitis vinifera]
CSS0003239,Tetratricopeptide repeat (TPR)-like superfamily protein putative isoform 4 [Theobroma cacao] 
CSS0019060,PREDICTED: E3 ubiquitin-protein ligase BRE1A-like isoform X1 [Populus euphratica] 
CSS0041976,PREDICTED: putative pentatricopeptide repeat-containing protein At1g68930 [Vitis vinifera] 
CSS0035064,hypothetical protein [Camellia sinensis]
CSS0047184,PREDICTED: mediator of RNA polymerase II transcription subunit 11-like isoform X1 [Solanum tuberosum] 
CSS0026323,hypothetical protein POPTR_0011s17240g partial [Populus trichocarpa] 
CSS0030649,PREDICTED: neurofilament heavy polypeptide-like [Citrus sinensis]
CSS0001647,PREDICTED: uncharacterized protein LOC103401333 [Malus domestica]
CSS0036622,PREDICTED: putative nuclease HARBI1-like [Fragaria vesca subsp. vesca]
CSS0026112,PREDICTED: peroxidase 12-like [Fragaria vesca subsp. vesca]
CSS0035115,PREDICTED: transmembrane protein 56 isoform X2 [Vitis vinifera]
CSS0046822,PREDICTED: putative protein TPRXL [Vitis vinifera] 
CSS0023874,PREDICTED: O-glucosyltransferase rumi homolog [Vitis vinifera]
CSS0021204,PREDICTED: uncharacterized protein LOC100267853 [Vitis vinifera] 
CSS0020328,hypothetical protein MIMGU_mgv1a017784mg [Erythranthe guttata]
CSS0032273,cellulose synthase-like protein CslG [Nicotiana tabacum]
CSS0049063,PREDICTED: uncharacterized protein LOC100254028 isoform X2 [Vitis vinifera] 
CSS0026709,PREDICTED: uncharacterized protein LOC103930442 [Pyrus x bretschneideri]
CSS0022696,PREDICTED: putative glycerol-3-phosphate transporter 5 [Populus euphratica]
CSS0021449,PREDICTED: equilibrative nucleotide transporter 3-like isoform X1 [Solanum lycopersicum]
CSS0021344,hypothetical protein CISIN_1g0091122mg partial [Citrus sinensis]
CSS0021142,RNI-like/FBD-like domains [Theobroma cacao] 
CSS0010290,chalcone isomerase [Camellia nitidissima]
CSS0030347,unnamed protein product [Coffea canephora]
CSS0020461,PREDICTED: psbP-like protein 1 chloroplastic [Sesamum indicum] 
CSS0018038,PREDICTED: splicing factor 3B subunit 4 [Nelumbo nucifera] 
CSS0031996,NOI putative [Ricinus communis] 
CSS0040862,PREDICTED: 7-deoxyloganetin glucosyltransferase-like [Populus euphratica]
CSS0027470,unnamed protein product [Vitis vinifera]
CSS0041344,PREDICTED: uncharacterized protein LOC102664322 [Glycine max]
CSS0047244,PREDICTED: serine/threonine-protein kinase AFC1 isoform X1 [Sesamum indicum]
CSS0012421,PREDICTED: probable carboxylesterase 1-like [Fragaria vesca subsp. vesca]
CSS0017779,PREDICTED: uncharacterized protein LOC104213113 [Nicotiana sylvestris]
CSS0016894,PREDICTED: uncharacterized protein LOC105160049 [Sesamum indicum]
CSS0006538,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0000546,unnamed protein product [Coffea canephora]
CSS0017382,PREDICTED: BAG family molecular chaperone regulator 1 [Nicotiana tomentosiformis]
CSS0032625,PREDICTED: uncharacterized protein LOC100251731 [Vitis vinifera]
CSS0001165,PREDICTED: pentatricopeptide repeat-containing protein At2g35130 isoform X1 [Vitis vinifera] 
CSS0020500,PREDICTED: uncharacterized protein At2g29880 isoform X1 [Vitis vinifera] 
CSS0041241,PREDICTED: UPF0187 protein At3g61320 chloroplastic [Vitis vinifera]
CSS0033035,PREDICTED: 40S ribosomal protein S21-2 [Solanum lycopersicum]
CSS0005649,Serine protease inhibitor [Theobroma cacao] 
CSS0019116,PREDICTED: uncharacterized protein LOC101302857 [Fragaria vesca subsp. vesca]
CSS0008737,Alpha/beta-Hydrolases superfamily protein isoform 1 [Theobroma cacao] 
CSS0000670,PREDICTED: mitochondrial import inner membrane translocase subunit TIM8 [Vitis vinifera] 
CSS0041336,PREDICTED: uncharacterized protein LOC100247103 isoform X1 [Vitis vinifera] 
CSS0028671,arginine/serine-rich splicing factor putative [Ricinus communis] 
CSS0012107,Transcription factor putative isoform 1 [Theobroma cacao] 
CSS0041841,PREDICTED: uncharacterized protein LOC104218369 [Nicotiana sylvestris]
CSS0038341,PREDICTED: polygalacturonase-like [Fragaria vesca subsp. vesca]
CSS0007266,PREDICTED: L-ascorbate oxidase homolog [Nicotiana tomentosiformis]
CSS0040251,PREDICTED: zinc finger CCCH domain-containing protein 14 [Nicotiana tomentosiformis]
CSS0016899,PREDICTED: 50S ribosomal protein 5 chloroplastic-like [Cucumis sativus] 
CSS0002806,PREDICTED: uncharacterized protein LOC100254263 [Vitis vinifera] 
CSS0027262,PREDICTED: uncharacterized protein LOC103454674 [Malus domestica]
CSS0011599,hypothetical protein POPTR_0001s13520g [Populus trichocarpa] 
CSS0045464,hypothetical protein AMTR_s00058p00174410 [Amborella trichopoda] 
CSS0036056,PREDICTED: uncharacterized protein LOC104223345 isoform X1 [Nicotiana sylvestris]
CSS0022476,ACC oxidase [Camellia sinensis]
CSS0050422,pol polyprotein [Citrus x paradisi]
CSS0047051,PREDICTED: probable cyclic nucleotide-gated ion channel 14 [Vitis vinifera]
CSS0006371,Galactose mutarotase-like superfamily protein isoform 1 [Theobroma cacao] 
CSS0027825,hypothetical protein JCGZ_21557 [Jatropha curcas]
CSS0012834,PREDICTED: protein SMG9 isoform X1 [Vitis vinifera]
CSS0033948,PREDICTED: organic cation/carnitine transporter 7-like [Pyrus x bretschneideri]
CSS0049639,hypothetical protein CISIN_1g028987mg [Citrus sinensis]
CSS0024924,Mitochondrial HSO70 2 isoform 1 [Theobroma cacao] 
CSS0001919,PREDICTED: probable indole-3-acetic acid-amido synthetase GH3.1 [Sesamum indicum]
CSS0043803,PREDICTED: putative germin-like protein 2-1 [Prunus mume]
CSS0023111,Photosystem II CP43 chlorophyll apoprotein [Medicago truncatula]
CSS0050353,Pseudouridine synthase family protein isoform 1 [Theobroma cacao] 
CSS0003069,hypothetical protein JCGZ_26000 [Jatropha curcas]
CSS0028792,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Theobroma cacao] 
CSS0030931,PREDICTED: pentatricopeptide repeat-containing protein At4g21065 [Vitis vinifera]
CSS0039269,PREDICTED: magnesium transporter MRS2-2 isoform X2 [Vitis vinifera]
CSS0028680,unnamed protein product [Coffea canephora]
CSS0048211,hypothetical protein L484_002552 [Morus notabilis] 
CSS0037300,lactate dehydrogenase [Camellia sinensis]
CSS0049438,PREDICTED: uncharacterized protein LOC104611017 [Nelumbo nucifera]
CSS0004638,PREDICTED: zinc finger protein 3-like [Vitis vinifera]
CSS0009629,unnamed protein product [Vitis vinifera]
CSS0015330,unnamed protein product [Coffea canephora]
CSS0021763,uncharacterized protein LOC100527548 [Glycine max] 
CSS0000784,PREDICTED: uncharacterized protein LOC102619128 [Citrus sinensis]
CSS0046843,unnamed protein product [Coffea canephora]
CSS0016460,PREDICTED: nascent polypeptide-associated complex subunit alpha-like protein 2 [Vitis vinifera] 
CSS0022169,PREDICTED: probable serine/threonine protein kinase IRE [Vitis vinifera]
CSS0030808,PREDICTED: lysM domain-containing GPI-anchored protein 1-like [Malus domestica]
CSS0032195,PREDICTED: protein SENSITIVE TO PROTON RHIZOTOXICITY 1-like [Nicotiana tomentosiformis]
CSS0041439,--
CSS0003984,PREDICTED: putative pumilio homolog 8 chloroplastic [Vitis vinifera]
CSS0001503,hypothetical protein POPTR_0001s05850g [Populus trichocarpa] 
CSS0023063,PREDICTED: uncharacterized protein LOC104772563 [Camelina sativa]
CSS0013019,PREDICTED: uncharacterized protein LOC103420839 [Malus domestica]
CSS0021098,hypothetical protein PRUPE_ppa003339mg [Prunus persica] 
CSS0022204,PREDICTED: transcription factor ILR3-like isoform X2 [Vitis vinifera]
CSS0010847,hypothetical protein CICLE_v10003272mg partial [Citrus clementina] 
CSS0008650,PREDICTED: expansin-A8-like [Populus euphratica]
CSS0024964,PREDICTED: probable indole-3-acetic acid-amido synthetase GH3.1 [Vitis vinifera]
CSS0009533,PREDICTED: NAC domain-containing protein 8 isoform X3 [Vitis vinifera]
CSS0030563,PREDICTED: protein LURP-one-related 10-like [Nicotiana sylvestris]
CSS0035317,PREDICTED: nucleolar complex protein 4 homolog [Nicotiana tomentosiformis]
CSS0040534,PREDICTED: putative disease resistance RPP13-like protein 1 [Vitis vinifera] 
CSS0004108,hypothetical protein PRUPE_ppa021424mg [Prunus persica] 
CSS0012137,Coiled-coil domain-containing protein 109A isoform 1 [Theobroma cacao] 
CSS0040164,rhomboid protein Ilepu_RBL10 [Ilex purpurea]
CSS0035200,YA4 [Antirrhinum majus]
CSS0048989,hypothetical protein VITISV_025054 [Vitis vinifera]
CSS0017236,PREDICTED: uncharacterized protein LOC101313548 [Fragaria vesca subsp. vesca]
CSS0048953,hypothetical protein EUTSA_v10026167mg [Eutrema salsugineum] 
CSS0009190,unnamed protein product [Coffea canephora]
CSS0000994,PREDICTED: uncharacterized protein LOC104600335 isoform X4 [Nelumbo nucifera]
CSS0044726,NADP-specific isocitrate dehydrogenase putative [Ricinus communis] 
CSS0000411,hypothetical protein VITISV_020834 [Vitis vinifera]
CSS0007764,Trichome birefringence-like 21 putative [Theobroma cacao] 
CSS0011669,PREDICTED: histone deacetylase HDT1-like [Sesamum indicum]
CSS0028512,PREDICTED: putative leucine-rich repeat-containing protein DDB_G0290503 [Vitis vinifera] 
CSS0031604,hypothetical protein CICLE_v10014373mg [Citrus clementina] 
CSS0024855,PREDICTED: pentatricopeptide repeat-containing protein At5g66520-like [Prunus mume]
CSS0048641,unnamed protein product [Coffea canephora]
CSS0000154,hypothetical protein VITISV_039055 [Vitis vinifera]
CSS0007394,PREDICTED: disease resistance protein RPM1-like [Populus euphratica]
CSS0009434,PREDICTED: delta(8)-fatty-acid desaturase [Sesamum indicum]
CSS0035312,PREDICTED: anaphase-promoting complex subunit 7 [Vitis vinifera] 
CSS0038570,PREDICTED: probable aldo-keto reductase 2 isoform X1 [Beta vulgaris subsp. vulgaris]
CSS0034822,PREDICTED: putative ribonuclease H protein At1g65750-like [Fragaria vesca subsp. vesca]
CSS0036761,hypothetical protein POPTR_0013s04210g [Populus trichocarpa] 
CSS0049114,PREDICTED: LOW QUALITY PROTEIN: BSD domain-containing protein 1-like [Nelumbo nucifera]
CSS0016807,conserved hypothetical protein [Ricinus communis] 
CSS0043382,PREDICTED: GRIP and coiled-coil domain-containing protein 2 isoform X4 [Vitis vinifera]
CSS0022068,PREDICTED: uncharacterized protein LOC100263310 [Vitis vinifera]
CSS0013375,PREDICTED: uncharacterized protein LOC100259487 isoform X3 [Vitis vinifera] 
CSS0009162,PREDICTED: aldehyde dehydrogenase family 2 member B7 mitochondrial-like [Nelumbo nucifera]
CSS0000239,PREDICTED: RNA-binding protein 5-B isoform X1 [Vitis vinifera]
CSS0013609,unnamed protein product [Coffea canephora]
CSS0010904,plant poly(A)+ RNA export protein putative [Ricinus communis] 
CSS0029939,PREDICTED: respiratory burst oxidase homolog protein F-like [Prunus mume]
CSS0014939,PREDICTED: protein TRI1 [Tarenaya hassleriana]
CSS0018215,PREDICTED: chaperonin CPN60 mitochondrial [Sesamum indicum]
CSS0029454,PREDICTED: external alternative NAD(P)H-ubiquinone oxidoreductase B2 mitochondrial [Cucumis melo]
CSS0049845,PREDICTED: cannabidiolic acid synthase-like 1 [Sesamum indicum]
CSS0001089,PREDICTED: L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like isoform X1 [Nicotiana tomentosiformis]
CSS0022921,PREDICTED: laccase-14 [Vitis vinifera]
CSS0025553,PREDICTED: serine/threonine-protein kinase CDL1 [Vitis vinifera] 
CSS0048938,golgi snare 11 protein [Camellia sinensis]
CSS0004867,PREDICTED: phosphoinositide phosphatase SAC8 isoform X2 [Nelumbo nucifera]
CSS0010069,unnamed protein product [Vitis vinifera]
CSS0016674,PREDICTED: uncharacterized protein LOC100265054 [Vitis vinifera]
CSS0020959,PREDICTED: uncharacterized protein LOC105123847 isoform X2 [Populus euphratica]
CSS0010239,unnamed protein product [Coffea canephora]
CSS0034131,PREDICTED: L-type lectin-domain containing receptor kinase IX.1-like [Vitis vinifera]
CSS0025087,PREDICTED: receptor-like cytosolic serine/threonine-protein kinase RBK2 isoform X1 [Nicotiana sylvestris]
CSS0004643,putative aquaporin NIP7-1 [Morus notabilis] 
CSS0030495,methionine synthase [Camellia sinensis]
CSS0033969,unnamed protein product [Coffea canephora]
CSS0018201,PREDICTED: histone H1.1-like [Tarenaya hassleriana]
CSS0035747,hypothetical protein VITISV_023328 [Vitis vinifera]
CSS0044509,PREDICTED: cyclin-P3-1-like isoform X1 [Nelumbo nucifera]
CSS0032847,PREDICTED: pentatricopeptide repeat-containing protein At1g71460 chloroplastic [Vitis vinifera]
CSS0033945,Abscisic acid 8&apos;-hydroxylase 4 isoform 1 [Theobroma cacao] 
CSS0014041,PREDICTED: E3 ubiquitin ligase BIG BROTHER-related isoform X2 [Vitis vinifera] 
CSS0010839,unnamed protein product [Coffea canephora]
CSS0033733,PREDICTED: lysine-rich arabinogalactan protein 19 [Vitis vinifera]
CSS0018158,ATP synthase F0 subunit 8 (mitochondrion) (mitochondrion) [Erythranthe guttata] 
CSS0041300,hypothetical protein VITISV_004534 [Vitis vinifera]
CSS0010875,gibberellin 2 oxidase 2 [Camellia lipoensis]
CSS0008006,PREDICTED: protein RIC1 homolog [Prunus mume]
CSS0014572,PREDICTED: mechanosensitive ion channel protein 2 chloroplastic [Vitis vinifera]
CSS0043973,hypothetical protein VITISV_011340 [Vitis vinifera]
CSS0043579,PREDICTED: uncharacterized protein LOC105156646 [Sesamum indicum] 
CSS0003476,PREDICTED: protein Dr1 homolog [Sesamum indicum] 
CSS0043226,Eukaryotic translation initiation factor 3 subunit I [Glycine soja]
CSS0029323,PREDICTED: CDPK-related kinase 7-like [Citrus sinensis]
CSS0025127,PREDICTED: HAUS augmin-like complex subunit 3 [Vitis vinifera]
CSS0021508,PREDICTED: peroxisomal (S)-2-hydroxy-acid oxidase GLO4-like isoform X5 [Sesamum indicum] 
CSS0031812,PREDICTED: protein At-4/1 [Vitis vinifera] 
CSS0012144,PREDICTED: uncharacterized protein LOC104592622 [Nelumbo nucifera]
CSS0023170,hypothetical protein JCGZ_21045 [Jatropha curcas]
CSS0048530,PREDICTED: protein NLP6-like isoform X2 [Nicotiana tomentosiformis]
CSS0027924,Ubiquitin supergroupRibosomal protein L40e [Theobroma cacao] 
CSS0041182,hypothetical protein PRUPE_ppa008135mg [Prunus persica] 
CSS0029789,PREDICTED: probable WRKY transcription factor 2 [Vitis vinifera] 
CSS0011638,PREDICTED: putative pentatricopeptide repeat-containing protein At5g65820 [Vitis vinifera] 
CSS0021749,hypothetical protein VITISV_007267 [Vitis vinifera]
CSS0015287,hypothetical protein VITISV_003620 [Vitis vinifera]
CSS0023143,PREDICTED: nudix hydrolase 16 mitochondrial-like isoform X2 [Nicotiana tomentosiformis]
CSS0029381,PREDICTED: ribonucleoside-diphosphate reductase small chain A [Vitis vinifera]
CSS0028135,unnamed protein product [Vitis vinifera]
CSS0026108,Calcium-transporting ATPase 2 plasma membrane-type [Morus notabilis] 
CSS0032203,PREDICTED: cell division control protein 48 homolog B [Nelumbo nucifera]
CSS0042713,hypothetical protein AMTR_s00013p00108490 [Amborella trichopoda] 
CSS0001364,PREDICTED: cellulose synthase-like protein D5 [Solanum lycopersicum]
CSS0034919,PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At4g08850 [Nicotiana tomentosiformis]
CSS0018842,PREDICTED: uncharacterized protein LOC100266910 isoform X2 [Vitis vinifera] 
CSS0033872,PREDICTED: fatty acid 2-hydroxylase 1 [Vitis vinifera] 
CSS0014007,unnamed protein product [Coffea canephora]
CSS0026579,hypothetical protein VITISV_017972 [Vitis vinifera]
CSS0048442,Alpha-glucan water dikinase chloroplastic [Gossypium arboreum]
CSS0048089,hypothetical protein CICLE_v10011910mg [Citrus clementina] 
CSS0032933,PREDICTED: probable inactive receptor kinase At2g26730 [Vitis vinifera]
CSS0010095,hypothetical protein POPTR_0005s20320g [Populus trichocarpa] 
CSS0049599,hypothetical protein VITISV_025243 [Vitis vinifera]
CSS0024448,PREDICTED: synaptotagmin-4-like isoform X2 [Malus domestica]
CSS0030726,hypothetical protein JCGZ_16980 [Jatropha curcas]
CSS0035857,PREDICTED: lipid phosphate phosphatase epsilon 1 chloroplastic [Vitis vinifera] 
CSS0043870,PREDICTED: CAS1 domain-containing protein 1-like [Solanum tuberosum]
CSS0047306,PREDICTED: putative multidrug resistance protein [Vitis vinifera]
CSS0048659,PREDICTED: putative sodium-coupled neutral amino acid transporter 7 [Nicotiana tomentosiformis] 
CSS0017847,hypothetical protein [Beta vulgaris subsp. vulgaris]
CSS0041131,PREDICTED: pleiotropic drug resistance protein 3-like [Eucalyptus grandis]
CSS0033924,PREDICTED: protein REVEILLE 6 [Vitis vinifera] 
CSS0017767,hypothetical protein JCGZ_22619 [Jatropha curcas]
CSS0011328,hypothetical protein POPTR_0019s00880g partial [Populus trichocarpa] 
CSS0023731,unnamed protein product [Coffea canephora]
CSS0032172,hypothetical protein JCGZ_01209 [Jatropha curcas]
CSS0044516,unnamed protein product [Vitis vinifera]
CSS0009965,PREDICTED: uncharacterized protein F52H3.2 [Nelumbo nucifera]
CSS0024307,Saposin B domain-containing protein putative isoform 1 [Theobroma cacao] 
CSS0007722,PREDICTED: vacuolar cation/proton exchanger 3-like [Nelumbo nucifera] 
CSS0022265,PREDICTED: uncharacterized protein LOC100261223 isoform X1 [Vitis vinifera] 
CSS0031420,PREDICTED: protein root UVB sensitive 4 isoform X1 [Nelumbo nucifera]
CSS0021410,Xyloglucan endotransglucosylase/hydrolase protein A precursor putative [Ricinus communis] 
CSS0002424,PREDICTED: putative disease resistance RPP13-like protein 1 [Vitis vinifera] 
CSS0007909,PREDICTED: GTP-binding protein SAR1A-like [Sesamum indicum]
CSS0032674,PREDICTED: probable pinoresinol-lariciresinol reductase 3 [Vitis vinifera] 
CSS0004671,PREDICTED: WD-40 repeat-containing protein MSI4-like [Populus euphratica]
CSS0030373,PREDICTED: uncharacterized protein LOC103430102 [Malus domestica]
CSS0035259,hypothetical protein PRUPE_ppa007957mg [Prunus persica] 
CSS0050463,hypothetical protein CISIN_1g000147mg [Citrus sinensis]
CSS0027543,unnamed protein product [Coffea canephora]
CSS0021057,hypothetical protein PRUPE_ppa008790mg [Prunus persica] 
CSS0034146,unnamed protein product [Vitis vinifera]
CSS0039146,PREDICTED: cingulin [Prunus mume] 
CSS0016239,Flower cultured cell putative [Theobroma cacao] 
CSS0031544,hypothetical protein MIMGU_mgv1a015262mg [Erythranthe guttata]
CSS0042827,hypothetical protein MIMGU_mgv1a024293mg partial [Erythranthe guttata]
CSS0018906,RING/U-box superfamily protein isoform 1 [Theobroma cacao] 
CSS0048037,oligopeptide transporter putative [Ricinus communis] 
CSS0027492,PREDICTED: putative RING-H2 finger protein ATL21B [Sesamum indicum]
CSS0008928,PREDICTED: pentatricopeptide repeat-containing protein At3g12770-like [Vitis vinifera]
CSS0040877,PREDICTED: uncharacterized protein LOC104427926 [Eucalyptus grandis]
CSS0001437,PREDICTED: probable polyamine transporter At3g13620 [Sesamum indicum]
CSS0016576,PREDICTED: pollen-specific protein SF3-like isoform X2 [Nicotiana tomentosiformis]
CSS0000663,PREDICTED: uncharacterized protein LOC100252216 [Vitis vinifera]
CSS0044829,PREDICTED: polygalacturonate 4-alpha-galacturonosyltransferase [Vitis vinifera] 
CSS0045472,PREDICTED: uncharacterized protein LOC102586193 isoform X1 [Solanum tuberosum] 
CSS0031768,unnamed protein product [Vitis vinifera]
CSS0021275,PREDICTED: auxin-induced protein 15A-like [Nelumbo nucifera]
CSS0011544,PREDICTED: probable inositol transporter 2 [Nelumbo nucifera]
CSS0034498,PREDICTED: QWRF motif-containing protein 8 [Solanum lycopersicum] 
CSS0001438,neutral invertase 1 (chloroplast) [Camellia sinensis]
CSS0014016,PREDICTED: G2/mitotic-specific cyclin S13-7 isoform X1 [Vitis vinifera] 
CSS0008374,PREDICTED: MFP1 attachment factor 1-like [Vitis vinifera]
CSS0035465,PREDICTED: uncharacterized protein LOC100267696 isoform X2 [Vitis vinifera]
CSS0020553,unnamed protein product [Vitis vinifera]
CSS0032205,PREDICTED: uncharacterized protein LOC100259958 [Vitis vinifera]
CSS0044524,Phototropic-responsive NPH3 family protein isoform 2 [Theobroma cacao] 
CSS0050139,PREDICTED: 60S ribosomal protein L10a-2 [Phoenix dactylifera] 
CSS0001279,PREDICTED: UPF0496 protein At1g20180 [Vitis vinifera] 
CSS0040543,PREDICTED: UDP-galactose transporter 1 [Vitis vinifera] 
CSS0048991,PREDICTED: eukaryotic translation initiation factor 2 subunit alpha-like [Sesamum indicum]
CSS0040277,PREDICTED: uncharacterized protein LOC104243885 [Nicotiana sylvestris] 
CSS0021773,PREDICTED: uncharacterized protein LOC104217986 [Nicotiana sylvestris]
CSS0010814,hypothetical protein EUGRSUZ_E00961 partial [Eucalyptus grandis]
CSS0035886,unknown [Medicago truncatula]
CSS0029133,unnamed protein product [Coffea canephora]
CSS0040951,PREDICTED: cell division control protein 2 homolog [Musa acuminata subsp. malaccensis]
CSS0043308,PREDICTED: DNA polymerase alpha subunit B [Eucalyptus grandis] 
CSS0029712,hypothetical protein POPTR_0016s00980g [Populus trichocarpa] 
CSS0005423,PREDICTED: disease resistance protein RPM1-like [Malus domestica]
CSS0031102,unnamed protein product [Coffea canephora]
CSS0039568,PREDICTED: putative GTP-binding protein 6 [Vitis vinifera]
CSS0046159,PREDICTED: putative ribonuclease H protein At1g65750 [Prunus mume]
CSS0019076,polyprotein [Gossypium barbadense]
CSS0030424,PREDICTED: ell-associated factor Eaf [Vitis vinifera] 
CSS0015623,PREDICTED: uncharacterized protein LOC101266524 [Solanum lycopersicum]
CSS0030662,PREDICTED: pentatricopeptide repeat-containing protein At2g37310 [Vitis vinifera]
CSS0050344,PREDICTED: uncharacterized protein LOC102580026 [Solanum tuberosum]
CSS0036605,PREDICTED: GPI ethanolamine phosphate transferase 1 isoform X1 [Vitis vinifera] 
CSS0003129,PREDICTED: scarecrow-like protein 1 [Populus euphratica]
CSS0033875,V-type proton ATPase 16 kDa proteolipid subunit [Triticum urartu]
CSS0015830,Kinesin heavy chain putative isoform 3 [Theobroma cacao] 
CSS0009427,PREDICTED: putative disease resistance RPP13-like protein 1 [Vitis vinifera] 
CSS0004216,PREDICTED: protein furry homolog-like [Nicotiana tomentosiformis]
CSS0029400,PREDICTED: alpha-latrocrustotoxin-Lt1a-like isoform X1 [Sesamum indicum]
CSS0042670,PREDICTED: actin-depolymerizing factor 10 [Vitis vinifera] 
CSS0042334,11S globulin-like protein [Actinidia chinensis]
CSS0019780,PREDICTED: uncharacterized protein LOC105123193 [Populus euphratica]
CSS0042689,PREDICTED: uncharacterized protein LOC102619199 partial [Citrus sinensis]
CSS0028706,Uncharacterized protein TCM_019697 [Theobroma cacao] 
CSS0042742,PREDICTED: 40S ribosomal protein S16 [Malus domestica] 
CSS0004619,glycerol kinase [Pandanus amaryllifolius]
CSS0011746,PREDICTED: putative pentatricopeptide repeat-containing protein At5g13230 mitochondrial [Vitis vinifera] 
CSS0017139,PREDICTED: AP-1 complex subunit mu-2 [Nelumbo nucifera]
CSS0018041,hypothetical protein VITISV_037664 [Vitis vinifera]
CSS0043908,hypothetical protein L484_014841 [Morus notabilis] 
CSS0050085,hypothetical protein VITISV_023977 [Vitis vinifera]
CSS0044569,Zinc finger protein [Medicago truncatula] 
CSS0048783,putative pectate lyase 7 [Morus notabilis] 
CSS0004630,PREDICTED: uncharacterized protein LOC100250829 [Vitis vinifera] 
CSS0022521,autophagy 8b [Petunia x hybrida]
CSS0031308,hypothetical protein POPTR_0012s07100g [Populus trichocarpa] 
CSS0024305,gag-pol precursor [Castanea mollissima]
CSS0030402,PREDICTED: long chain base biosynthesis protein 2a [Vitis vinifera]
CSS0037147,PREDICTED: probable receptor-like serine/threonine-protein kinase At5g57670 [Vitis vinifera] 
CSS0027497,hypothetical protein VITISV_003620 [Vitis vinifera]
CSS0007552,PREDICTED: WUSCHEL-related homeobox 8-like [Solanum tuberosum]
CSS0042603,PREDICTED: ATP-dependent DNA helicase SRS2-like protein At4g25120 isoform X3 [Vitis vinifera]
CSS0000504,PREDICTED: uncharacterized protein LOC100264973 [Vitis vinifera] 
CSS0048271,PREDICTED: ion channel DMI1-like isoform X1 [Populus euphratica]
CSS0025061,hypothetical protein VITISV_024403 [Vitis vinifera]
CSS0003993,hypothetical protein L484_006828 [Morus notabilis] 
CSS0045309,unnamed protein product [Coffea canephora]
CSS0011247,hypothetical protein VITISV_018331 [Vitis vinifera]
CSS0038093,unnamed protein product [Vitis vinifera]
CSS0001377,RNA splicing protein mrs2 mitochondrial putative [Ricinus communis] 
CSS0014618,unnamed protein product [Vitis vinifera]
CSS0042482,sulfate transporter putative [Ricinus communis] 
CSS0023255,PREDICTED: uncharacterized LOC101221934 [Cucumis sativus]
CSS0030721,Membrane-anchored ubiquitin-fold protein 1 precursor isoform 1 [Theobroma cacao] 
CSS0032455,PREDICTED: indole-3-acetic acid-induced protein ARG7-like [Solanum tuberosum]
CSS0042109,PREDICTED: cytochrome b561 and DOMON domain-containing protein At4g17280 [Sesamum indicum]
